"","n1","n2","n3","n4","n5","others","p1","p2","p3","p4","p5","sum"
"5176",6,3,3,1,1,16,0.817,0.946,0.995,1,1,190
"5177",1,6,6,1,1,15,0.228,0.904,0.998,0.999,1,190
"5178",5,6,0,2,1,16,0.76,0.981,0.992,0.999,1,190
"5179",6,4,1,2,1,16,0.834,0.974,0.989,1,1,190
"5180",2,5,5,2,1,15,0.405,0.899,0.995,1,1,190
"5181",3,3,6,2,1,15,0.554,0.856,0.993,1,1,190
"5182",2,6,3,3,1,15,0.393,0.921,0.986,0.998,1,190
"5183",3,4,4,3,1,15,0.559,0.905,0.991,0.998,1,190
"5184",4,2,5,3,1,15,0.692,0.866,0.989,1,1,190
"5185",5,0,6,3,1,15,0.751,0.801,0.99,0.999,0.999,190
"5186",3,5,2,4,1,15,0.569,0.938,0.99,0.999,1,190
"5187",4,3,3,4,1,15,0.674,0.915,0.985,0.997,0.999,190
"5188",5,1,4,4,1,15,0.76,0.864,0.986,1,1,190
"5189",3,6,0,5,1,15,0.571,0.96,0.974,1,1,190
"5190",4,4,1,5,1,15,0.658,0.927,0.969,1,1,190
"5191",5,2,2,5,1,15,0.747,0.892,0.967,1,1,190
"5192",6,0,3,5,1,15,0.84,0.882,0.976,1,1,190
"5193",0,5,5,5,1,14,0,0.82,0.987,1,1,190
"5194",1,3,6,5,1,14,0.247,0.703,0.99,1,1,190
"5195",5,3,0,6,1,15,0.753,0.94,0.961,0.999,1,190
"5196",6,1,1,6,1,15,0.818,0.899,0.958,1,1,190
"5197",0,6,3,6,1,14,0,0.836,0.984,1,1,190
"5198",1,4,4,6,1,14,0.235,0.795,0.98,1,1,190
"5199",2,2,5,6,1,14,0.415,0.696,0.974,1,1,190
"5200",3,0,6,6,1,14,0.54,0.591,0.972,1,1,190
"5201",5,6,1,0,2,16,0.756,0.982,0.991,0.995,0.998,190
"5202",6,4,2,0,2,16,0.81,0.975,0.997,0.999,1,190
"5203",2,5,6,0,2,15,0.41,0.899,0.999,0.999,1,190
"5204",6,5,0,1,2,16,0.809,0.98,0.99,0.997,1,190
"5205",2,6,4,1,2,15,0.431,0.952,0.998,1,1,190
"5206",3,4,5,1,2,15,0.572,0.914,0.996,0.999,1,190
"5207",4,2,6,1,2,15,0.669,0.881,0.995,0.997,1,190
"5208",3,5,3,2,2,15,0.57,0.944,0.99,0.999,1,190
"5209",4,3,4,2,2,15,0.65,0.894,0.988,0.999,1,190
"5210",5,1,5,2,2,15,0.74,0.869,0.988,0.999,1,190
"5211",3,6,1,3,2,15,0.603,0.962,0.988,0.999,1,190
"5212",4,4,2,3,2,15,0.673,0.931,0.982,1,1,190
"5213",5,2,3,3,2,15,0.754,0.917,0.987,0.997,1,190
"5214",6,0,4,3,2,15,0.814,0.847,0.98,0.998,1,190
"5215",0,5,6,3,2,14,0,0.813,0.987,0.998,1,190
"5216",4,5,0,4,2,15,0.682,0.968,0.979,0.997,0.998,190
"5217",5,3,1,4,2,15,0.736,0.928,0.975,0.998,1,190
"5218",6,1,2,4,2,15,0.81,0.897,0.976,0.997,1,190
"5219",0,6,4,4,2,14,0,0.847,0.985,1,1,190
"5220",1,4,5,4,2,14,0.198,0.805,0.985,1,1,190
"5221",2,2,6,4,2,14,0.404,0.733,0.987,0.999,1,190
"5222",6,2,0,5,2,15,0.815,0.936,0.953,1,1,190
"5223",1,5,3,5,2,14,0.251,0.883,0.978,0.998,1,190
"5224",2,3,4,5,2,14,0.383,0.802,0.974,1,1,190
"5225",3,1,5,5,2,14,0.569,0.723,0.974,1,1,190
"5226",1,6,1,6,2,14,0.25,0.908,0.955,1,1,190
"5227",2,4,2,6,2,14,0.412,0.874,0.964,1,1,190
"5228",3,2,3,6,2,14,0.548,0.806,0.964,0.998,1,190
"5229",4,0,4,6,2,14,0.68,0.748,0.963,0.999,1,190
"5230",3,5,4,0,3,15,0.557,0.948,0.998,0.998,1,190
"5231",4,3,5,0,3,15,0.662,0.905,0.993,0.996,0.999,190
"5232",5,1,6,0,3,15,0.768,0.87,0.997,0.999,1,190
"5233",3,6,2,1,3,15,0.563,0.965,0.994,0.998,1,190
"5234",4,4,3,1,3,15,0.682,0.942,0.991,0.996,1,190
"5235",5,2,4,1,3,15,0.709,0.896,0.994,0.999,1,190
"5236",6,0,5,1,3,15,0.828,0.864,0.998,1,1,190
"5237",4,5,1,2,3,15,0.67,0.964,0.989,0.997,0.999,190
"5238",5,3,2,2,3,15,0.752,0.94,0.98,0.998,0.999,190
"5239",6,1,3,2,3,15,0.825,0.912,0.987,0.997,1,190
"5240",0,6,5,2,3,14,0,0.876,0.991,0.999,1,190
"5241",1,4,6,2,3,14,0.211,0.804,0.993,1,1,190
"5242",5,4,0,3,3,15,0.775,0.955,0.974,0.998,1,190
"5243",6,2,1,3,3,15,0.793,0.932,0.97,0.997,1,190
"5244",1,5,4,3,3,14,0.209,0.851,0.986,0.998,1,190
"5245",2,3,5,3,3,14,0.431,0.806,0.987,1,1,190
"5246",3,1,6,3,3,14,0.569,0.743,0.992,0.999,1,190
"5247",1,6,2,4,3,14,0.23,0.9,0.973,0.999,1,190
"5248",2,4,3,4,3,14,0.426,0.867,0.979,0.999,1,190
"5249",3,2,4,4,3,14,0.555,0.796,0.971,0.998,1,190
"5250",4,0,5,4,3,14,0.653,0.718,0.978,1,1,190
"5251",2,5,1,5,3,14,0.412,0.913,0.958,0.999,1,190
"5252",3,3,2,5,3,14,0.571,0.86,0.951,1,1,190
"5253",4,1,3,5,3,14,0.68,0.829,0.961,1,1,190
"5254",3,4,0,6,3,14,0.558,0.915,0.939,1,1,190
"5255",4,2,1,6,3,14,0.659,0.849,0.922,0.999,1,190
"5256",5,0,2,6,3,14,0.769,0.819,0.957,1,1,190
"5257",0,3,5,6,3,13,0,0.629,0.957,1,1,190
"5258",4,5,2,0,4,15,0.683,0.968,0.995,0.998,1,190
"5259",5,3,3,0,4,15,0.751,0.927,0.986,0.992,1,190
"5260",6,1,4,0,4,15,0.812,0.895,0.981,0.988,1,190
"5261",0,6,6,0,4,14,0,0.868,0.993,0.998,1,190
"5262",4,6,0,1,4,15,0.668,0.983,0.99,0.997,1,190
"5263",5,4,1,1,4,15,0.747,0.959,0.986,0.995,1,190
"5264",6,2,2,1,4,15,0.82,0.927,0.986,0.998,1,190
"5265",1,5,5,1,4,14,0.238,0.864,0.987,0.999,1,190
"5266",2,3,6,1,4,14,0.436,0.83,0.99,0.998,1,190
"5267",6,3,0,2,4,15,0.84,0.964,0.979,0.993,1,190
"5268",1,6,3,2,4,14,0.231,0.905,0.988,0.996,1,190
"5269",2,4,4,2,4,14,0.419,0.86,0.981,0.998,1,190
"5270",3,2,5,2,4,14,0.555,0.811,0.983,0.998,1,190
"5271",4,0,6,2,4,14,0.701,0.745,0.984,0.997,1,190
"5272",2,5,2,3,4,14,0.411,0.904,0.975,0.998,1,190
"5273",3,3,3,3,4,14,0.584,0.863,0.968,1,1,190
"5274",4,1,4,3,4,14,0.667,0.79,0.964,0.997,1,190
"5275",2,6,0,4,4,14,0.426,0.933,0.957,1,1,190
"5276",3,4,1,4,4,14,0.541,0.907,0.957,0.997,1,190
"5277",4,2,2,4,4,14,0.66,0.866,0.953,0.996,1,190
"5278",5,0,3,4,4,14,0.778,0.807,0.96,0.995,1,190
"5279",0,3,6,4,4,13,0,0.592,0.973,1,1,190
"5280",4,3,0,5,4,14,0.667,0.918,0.935,0.998,1,190
"5281",5,1,1,5,4,14,0.756,0.874,0.942,0.997,1,190
"5282",0,4,4,5,4,13,0,0.701,0.955,1,1,190
"5283",1,2,5,5,4,13,0.231,0.612,0.965,1,1,190
"5284",0,5,2,6,4,13,0,0.806,0.935,1,1,190
"5285",1,3,3,6,4,13,0.227,0.732,0.936,0.999,1,190
"5286",2,1,4,6,4,13,0.397,0.599,0.92,0.999,1,190
"5287",5,5,0,0,5,15,0.755,0.972,0.982,0.994,1,190
"5288",6,3,1,0,5,15,0.824,0.958,0.987,0.993,1,190
"5289",1,6,4,0,5,14,0.247,0.909,0.993,0.995,1,190
"5290",2,4,5,0,5,14,0.414,0.871,0.989,0.993,1,190
"5291",3,2,6,0,5,14,0.555,0.807,0.991,0.997,1,190
"5292",2,5,3,1,5,14,0.398,0.909,0.981,0.996,1,190
"5293",3,3,4,1,5,14,0.552,0.855,0.991,0.996,1,190
"5294",4,1,5,1,5,14,0.67,0.805,0.987,0.995,1,190
"5295",2,6,1,2,5,14,0.391,0.945,0.98,1,1,190
"5296",3,4,2,2,5,14,0.544,0.911,0.977,0.996,1,190
"5297",4,2,3,2,5,14,0.685,0.86,0.961,0.991,1,190
"5298",5,0,4,2,5,14,0.764,0.816,0.974,0.997,1,190
"5299",3,5,0,3,5,14,0.557,0.94,0.955,0.996,1,190
"5300",4,3,1,3,5,14,0.68,0.905,0.962,0.997,1,190
"5301",5,1,2,3,5,14,0.777,0.884,0.961,0.995,1,190
"5302",0,4,5,3,5,13,0,0.757,0.978,0.998,1,190
"5303",1,2,6,3,5,13,0.262,0.628,0.974,0.999,1,190
"5304",5,2,0,4,5,14,0.76,0.897,0.922,0.993,1,190
"5305",6,0,1,4,5,14,0.818,0.851,0.918,0.994,1,190
"5306",0,5,3,4,5,13,0,0.818,0.961,0.998,1,190
"5307",1,3,4,4,5,13,0.239,0.719,0.953,0.996,1,190
"5308",2,1,5,4,5,13,0.415,0.625,0.96,0.998,1,190
"5309",0,6,1,5,5,13,0,0.852,0.927,0.997,1,190
"5310",1,4,2,5,5,13,0.224,0.8,0.924,0.996,1,190
"5311",2,2,3,5,5,13,0.399,0.708,0.929,0.996,1,190
"5312",3,0,4,5,5,13,0.545,0.594,0.919,0.996,1,190
"5313",2,6,2,0,6,14,0.411,0.923,0.982,0.994,1,190
"5314",3,4,3,0,6,14,0.543,0.905,0.981,0.993,1,190
"5315",4,2,4,0,6,14,0.688,0.904,0.986,0.99,1,190
"5316",5,0,5,0,6,14,0.761,0.807,0.982,0.989,1,190
"5317",3,5,1,1,6,14,0.557,0.934,0.972,0.989,1,190
"5318",4,3,2,1,6,14,0.687,0.904,0.977,0.993,1,190
"5319",5,1,3,1,6,14,0.774,0.87,0.978,0.991,1,190
"5320",0,4,6,1,6,13,0,0.719,0.983,0.996,1,190
"5321",4,4,0,2,6,14,0.642,0.939,0.954,0.989,1,190
"5322",5,2,1,2,6,14,0.738,0.895,0.949,0.995,1,190
"5323",6,0,2,2,6,14,0.806,0.861,0.955,0.985,1,190
"5324",0,5,4,2,6,13,0,0.806,0.974,0.994,1,190
"5325",1,3,5,2,6,13,0.21,0.736,0.973,0.996,1,190
"5326",2,1,6,2,6,13,0.393,0.607,0.97,0.994,1,190
"5327",6,1,0,3,6,14,0.812,0.907,0.939,0.996,1,190
"5328",0,6,2,3,6,13,0,0.878,0.966,0.996,1,190
"5329",1,4,3,3,6,13,0.229,0.803,0.958,0.996,1,190
"5330",2,2,4,3,6,13,0.435,0.726,0.952,0.994,1,190
"5331",3,0,5,3,6,13,0.563,0.612,0.962,0.997,1,190
"5332",1,5,1,4,6,13,0.227,0.865,0.929,0.996,1,190
"5333",2,3,2,4,6,13,0.413,0.789,0.932,0.995,1,190
"5334",3,1,3,4,6,13,0.566,0.729,0.919,0.993,1,190
"5335",3,2,1,5,6,13,0.57,0.814,0.907,0.996,1,190
"5336",4,0,2,5,6,13,0.667,0.717,0.905,0.999,1,190
"5337",4,5,5,0,0,16,0.648,0.959,1,1,1,189
"5338",5,3,6,0,0,16,0.765,0.949,0.998,0.999,1,189
"5339",4,6,3,1,0,16,0.67,0.964,0.995,0.998,0.999,189
"5340",5,4,4,1,0,16,0.768,0.969,0.997,0.999,0.999,189
"5341",6,2,5,1,0,16,0.839,0.946,0.999,1,1,189
"5342",5,5,2,2,0,16,0.745,0.974,0.996,1,1,189
"5343",6,3,3,2,0,16,0.833,0.97,0.996,0.998,0.998,189
"5344",1,6,6,2,0,15,0.229,0.914,1,1,1,189
"5345",5,6,0,3,0,16,0.774,0.982,0.99,0.997,0.998,189
"5346",6,4,1,3,0,16,0.812,0.973,0.989,0.998,1,189
"5347",2,5,5,3,0,15,0.424,0.917,0.996,1,1,189
"5348",3,3,6,3,0,15,0.565,0.854,0.997,1,1,189
"5349",2,6,3,4,0,15,0.416,0.944,0.988,1,1,189
"5350",3,4,4,4,0,15,0.567,0.917,0.991,1,1,189
"5351",4,2,5,4,0,15,0.671,0.863,0.985,0.999,1,189
"5352",5,0,6,4,0,15,0.773,0.814,0.995,1,1,189
"5353",3,5,2,5,0,15,0.558,0.936,0.981,0.999,1,189
"5354",4,3,3,5,0,15,0.672,0.908,0.978,1,1,189
"5355",5,1,4,5,0,15,0.74,0.854,0.976,1,1,189
"5356",3,6,0,6,0,15,0.531,0.951,0.964,1,1,189
"5357",4,4,1,6,0,15,0.659,0.945,0.973,1,1,189
"5358",5,2,2,6,0,15,0.763,0.905,0.974,1,1,189
"5359",6,0,3,6,0,15,0.8,0.844,0.962,1,1,189
"5360",0,5,5,6,0,14,0,0.793,0.988,1,1,189
"5361",1,3,6,6,0,14,0.241,0.729,0.989,1,1,189
"5362",5,5,3,0,1,16,0.759,0.976,0.997,1,1,189
"5363",6,3,4,0,1,16,0.813,0.959,0.997,0.998,1,189
"5364",5,6,1,1,1,16,0.782,0.987,0.997,0.999,0.999,189
"5365",6,4,2,1,1,16,0.829,0.976,0.996,0.999,1,189
"5366",2,5,6,1,1,15,0.399,0.91,0.998,0.999,1,189
"5367",6,5,0,2,1,16,0.831,0.983,0.993,1,1,189
"5368",2,6,4,2,1,15,0.41,0.948,0.996,1,1,189
"5369",3,4,5,2,1,15,0.56,0.921,0.996,0.999,1,189
"5370",4,2,6,2,1,15,0.663,0.861,0.989,0.999,1,189
"5371",3,5,3,3,1,15,0.544,0.945,0.995,1,1,189
"5372",4,3,4,3,1,15,0.649,0.901,0.992,1,1,189
"5373",5,1,5,3,1,15,0.764,0.868,0.992,1,1,189
"5374",3,6,1,4,1,15,0.529,0.958,0.988,0.999,1,189
"5375",4,4,2,4,1,15,0.682,0.949,0.986,0.999,0.999,189
"5376",5,2,3,4,1,15,0.739,0.912,0.984,1,1,189
"5377",6,0,4,4,1,15,0.851,0.893,0.992,1,1,189
"5378",0,5,6,4,1,14,0,0.817,0.988,1,1,189
"5379",4,5,0,5,1,15,0.65,0.961,0.974,1,1,189
"5380",5,3,1,5,1,15,0.751,0.933,0.979,0.998,1,189
"5381",6,1,2,5,1,15,0.82,0.903,0.984,0.999,1,189
"5382",0,6,4,5,1,14,0,0.862,0.989,1,1,189
"5383",1,4,5,5,1,14,0.229,0.792,0.985,1,1,189
"5384",2,2,6,5,1,14,0.401,0.718,0.985,1,1,189
"5385",6,2,0,6,1,15,0.821,0.943,0.964,1,1,189
"5386",1,5,3,6,1,14,0.215,0.887,0.977,1,1,189
"5387",2,3,4,6,1,14,0.424,0.805,0.983,1,1,189
"5388",3,1,5,6,1,14,0.548,0.726,0.975,1,1,189
"5389",6,5,1,0,2,16,0.812,0.983,0.991,0.992,1,189
"5390",2,6,5,0,2,15,0.423,0.935,0.993,0.994,1,189
"5391",3,4,6,0,2,15,0.59,0.913,0.996,0.999,1,189
"5392",3,5,4,1,2,15,0.539,0.943,0.997,0.998,1,189
"5393",4,3,5,1,2,15,0.678,0.922,0.996,0.997,1,189
"5394",5,1,6,1,2,15,0.748,0.861,0.993,0.999,1,189
"5395",3,6,2,2,2,15,0.565,0.964,0.994,0.999,1,189
"5396",4,4,3,2,2,15,0.676,0.944,0.992,0.999,1,189
"5397",5,2,4,2,2,15,0.75,0.892,0.991,1,1,189
"5398",6,0,5,2,2,15,0.811,0.856,0.996,0.999,1,189
"5399",4,5,1,3,2,15,0.672,0.961,0.985,1,1,189
"5400",5,3,2,3,2,15,0.754,0.936,0.978,0.998,1,189
"5401",6,1,3,3,2,15,0.823,0.912,0.983,0.998,1,189
"5402",0,6,5,3,2,14,0,0.872,0.991,0.999,1,189
"5403",1,4,6,3,2,14,0.216,0.813,0.994,0.999,1,189
"5404",5,4,0,4,2,15,0.754,0.958,0.971,0.998,1,189
"5405",6,2,1,4,2,15,0.823,0.935,0.969,0.997,1,189
"5406",1,5,4,4,2,14,0.213,0.872,0.987,0.999,1,189
"5407",2,3,5,4,2,14,0.407,0.819,0.982,0.998,1,189
"5408",3,1,6,4,2,14,0.535,0.702,0.981,1,1,189
"5409",1,6,2,5,2,14,0.23,0.912,0.977,0.999,1,189
"5410",2,4,3,5,2,14,0.429,0.861,0.972,0.999,1,189
"5411",3,2,4,5,2,14,0.556,0.792,0.969,1,1,189
"5412",4,0,5,5,2,14,0.659,0.711,0.975,0.999,1,189
"5413",2,5,1,6,2,14,0.427,0.906,0.961,1,1,189
"5414",3,3,2,6,2,14,0.567,0.878,0.959,0.999,1,189
"5415",4,1,3,6,2,14,0.655,0.786,0.942,0.999,1,189
"5416",3,6,3,0,3,15,0.545,0.971,0.997,0.999,0.999,189
"5417",4,4,4,0,3,15,0.677,0.94,0.995,1,1,189
"5418",5,2,5,0,3,15,0.746,0.907,0.998,0.999,1,189
"5419",6,0,6,0,3,15,0.825,0.862,0.994,0.998,1,189
"5420",4,5,2,1,3,15,0.665,0.962,0.996,1,1,189
"5421",5,3,3,1,3,15,0.752,0.936,0.988,0.998,1,189
"5422",6,1,4,1,3,15,0.829,0.92,0.99,0.997,1,189
"5423",0,6,6,1,3,14,0,0.865,0.996,1,1,189
"5424",4,6,0,2,3,15,0.687,0.972,0.985,0.999,1,189
"5425",5,4,1,2,3,15,0.762,0.962,0.981,0.995,0.999,189
"5426",6,2,2,2,3,15,0.811,0.927,0.985,0.999,1,189
"5427",1,5,5,2,3,14,0.251,0.867,0.993,0.998,1,189
"5428",2,3,6,2,3,14,0.406,0.817,0.993,0.998,1,189
"5429",6,3,0,3,3,15,0.832,0.956,0.971,0.997,1,189
"5430",1,6,3,3,3,14,0.223,0.91,0.99,0.997,1,189
"5431",2,4,4,3,3,14,0.412,0.849,0.983,1,1,189
"5432",3,2,5,3,3,14,0.554,0.825,0.988,0.997,0.999,189
"5433",4,0,6,3,3,14,0.702,0.732,0.99,0.999,1,189
"5434",2,5,2,4,3,14,0.401,0.903,0.978,0.999,1,189
"5435",3,3,3,4,3,14,0.538,0.855,0.976,1,1,189
"5436",4,1,4,4,3,14,0.651,0.784,0.979,1,1,189
"5437",2,6,0,5,3,14,0.409,0.954,0.968,0.998,1,189
"5438",3,4,1,5,3,14,0.562,0.913,0.961,1,1,189
"5439",4,2,2,5,3,14,0.683,0.878,0.959,0.999,1,189
"5440",5,0,3,5,3,14,0.751,0.805,0.953,0.999,1,189
"5441",0,3,6,5,3,13,0,0.607,0.968,0.999,1,189
"5442",4,3,0,6,3,14,0.691,0.924,0.946,1,1,189
"5443",5,1,1,6,3,14,0.778,0.878,0.946,1,1,189
"5444",0,4,4,6,3,13,0,0.725,0.96,1,1,189
"5445",1,2,5,6,3,13,0.255,0.618,0.954,1,1,189
"5446",4,6,1,0,4,15,0.661,0.965,0.986,0.994,1,189
"5447",5,4,2,0,4,15,0.744,0.953,0.991,0.996,1,189
"5448",6,2,3,0,4,15,0.844,0.952,0.989,0.994,0.999,189
"5449",1,5,6,0,4,14,0.226,0.856,0.992,0.996,1,189
"5450",5,5,0,1,4,15,0.769,0.968,0.983,0.997,1,189
"5451",6,3,1,1,4,15,0.8,0.948,0.984,0.994,1,189
"5452",1,6,4,1,4,14,0.222,0.902,0.997,0.999,1,189
"5453",2,4,5,1,4,14,0.424,0.866,0.988,0.995,1,189
"5454",3,2,6,1,4,14,0.568,0.829,0.994,1,1,189
"5455",2,5,3,2,4,14,0.444,0.898,0.986,0.998,1,189
"5456",3,3,4,2,4,14,0.53,0.858,0.982,0.998,1,189
"5457",4,1,5,2,4,14,0.659,0.811,0.991,0.999,1,189
"5458",2,6,1,3,4,14,0.392,0.939,0.98,0.999,1,189
"5459",3,4,2,3,4,14,0.552,0.899,0.97,0.999,1,189
"5460",4,2,3,3,4,14,0.685,0.859,0.977,0.998,1,189
"5461",5,0,4,3,4,14,0.783,0.831,0.981,0.996,1,189
"5462",3,5,0,4,4,14,0.523,0.93,0.953,0.998,1,189
"5463",4,3,1,4,4,14,0.663,0.892,0.943,0.994,1,189
"5464",5,1,2,4,4,14,0.755,0.865,0.966,0.999,1,189
"5465",0,4,5,4,4,13,0,0.711,0.977,0.999,1,189
"5466",1,2,6,4,4,13,0.239,0.639,0.974,0.999,1,189
"5467",5,2,0,5,4,14,0.763,0.915,0.931,0.998,1,189
"5468",6,0,1,5,4,14,0.824,0.859,0.925,0.999,1,189
"5469",0,5,3,5,4,13,0,0.804,0.958,0.997,1,189
"5470",1,3,4,5,4,13,0.238,0.73,0.955,0.999,1,189
"5471",2,1,5,5,4,13,0.403,0.585,0.968,0.999,1,189
"5472",0,6,1,6,4,13,0,0.869,0.933,0.998,1,189
"5473",1,4,2,6,4,13,0.23,0.801,0.939,1,1,189
"5474",2,2,3,6,4,13,0.392,0.701,0.927,1,1,189
"5475",3,0,4,6,4,13,0.558,0.616,0.936,0.999,1,189
"5476",6,4,0,0,5,15,0.842,0.971,0.986,0.992,1,189
"5477",2,5,4,0,5,14,0.416,0.897,0.987,0.993,1,189
"5478",3,3,5,0,5,14,0.551,0.867,0.993,0.995,1,189
"5479",4,1,6,0,5,14,0.684,0.809,0.99,0.994,1,189
"5480",2,6,2,1,5,14,0.422,0.931,0.977,0.994,1,189
"5481",3,4,3,1,5,14,0.568,0.922,0.982,0.994,1,189
"5482",4,2,4,1,5,14,0.661,0.853,0.982,0.994,0.999,189
"5483",5,0,5,1,5,14,0.771,0.815,0.989,0.997,1,189
"5484",3,5,1,2,5,14,0.554,0.939,0.977,0.995,1,189
"5485",4,3,2,2,5,14,0.646,0.895,0.971,0.997,1,189
"5486",5,1,3,2,5,14,0.762,0.866,0.97,0.996,1,189
"5487",0,4,6,2,5,13,0,0.723,0.985,0.996,1,189
"5488",4,4,0,3,5,14,0.652,0.943,0.96,0.992,1,189
"5489",5,2,1,3,5,14,0.75,0.899,0.95,0.996,1,189
"5490",6,0,2,3,5,14,0.828,0.869,0.972,0.996,0.999,189
"5491",0,5,4,3,5,13,0,0.796,0.971,0.999,1,189
"5492",1,3,5,3,5,13,0.257,0.737,0.971,0.997,1,189
"5493",2,1,6,3,5,13,0.433,0.622,0.978,0.997,1,189
"5494",6,1,0,4,5,14,0.855,0.939,0.962,0.999,1,189
"5495",0,6,2,4,5,13,0,0.869,0.963,0.996,1,189
"5496",1,4,3,4,5,13,0.245,0.828,0.968,0.998,1,189
"5497",2,2,4,4,5,13,0.427,0.712,0.954,0.997,1,189
"5498",3,0,5,4,5,13,0.557,0.602,0.95,0.998,1,189
"5499",1,5,1,5,5,13,0.247,0.869,0.946,1,1,189
"5500",2,3,2,5,5,13,0.412,0.804,0.937,0.998,1,189
"5501",3,1,3,5,5,13,0.532,0.693,0.923,0.998,1,189
"5502",2,4,0,6,5,13,0.395,0.863,0.902,0.999,1,189
"5503",3,2,1,6,5,13,0.544,0.799,0.903,0.998,1,189
"5504",3,5,2,0,6,14,0.548,0.942,0.993,0.995,1,189
"5505",4,3,3,0,6,14,0.647,0.909,0.987,0.993,1,189
"5506",5,1,4,0,6,14,0.735,0.849,0.983,0.987,1,189
"5507",3,6,0,1,6,14,0.575,0.968,0.977,0.995,1,189
"5508",4,4,1,1,6,14,0.673,0.94,0.974,0.994,1,189
"5509",5,2,2,1,6,14,0.762,0.895,0.97,0.988,1,189
"5510",6,0,3,1,6,14,0.812,0.858,0.971,0.99,1,189
"5511",0,5,5,1,6,13,0,0.781,0.986,0.995,1,189
"5512",1,3,6,1,6,13,0.248,0.707,0.983,0.995,1,189
"5513",5,3,0,2,6,14,0.751,0.932,0.952,0.987,1,189
"5514",6,1,1,2,6,14,0.835,0.927,0.967,0.994,1,189
"5515",0,6,3,2,6,13,0,0.854,0.967,0.993,1,189
"5516",1,4,4,2,6,13,0.243,0.804,0.977,0.997,1,189
"5517",2,2,5,2,6,13,0.398,0.696,0.976,0.995,1,189
"5518",3,0,6,2,6,13,0.562,0.604,0.972,0.994,1,189
"5519",1,5,2,3,6,13,0.223,0.871,0.966,0.995,1,189
"5520",2,3,3,3,6,13,0.428,0.807,0.954,0.993,1,189
"5521",3,1,4,3,6,13,0.546,0.712,0.959,0.994,1,189
"5522",1,6,0,4,6,13,0.233,0.902,0.94,0.996,1,189
"5523",2,4,1,4,6,13,0.396,0.866,0.931,0.995,1,189
"5524",3,2,2,4,6,13,0.582,0.81,0.929,0.995,1,189
"5525",4,0,3,4,6,13,0.649,0.7,0.947,0.998,1,189
"5526",3,3,0,5,6,13,0.587,0.87,0.904,0.994,1,189
"5527",4,6,4,0,0,16,0.667,0.966,0.999,1,1,188
"5528",5,4,5,0,0,16,0.756,0.964,0.996,0.996,0.999,188
"5529",6,2,6,0,0,16,0.836,0.943,0.998,1,1,188
"5530",5,5,3,1,0,16,0.758,0.979,0.998,1,1,188
"5531",6,3,4,1,0,16,0.821,0.961,1,1,1,188
"5532",5,6,1,2,0,16,0.73,0.983,0.995,0.999,1,188
"5533",6,4,2,2,0,16,0.83,0.972,0.99,1,1,188
"5534",2,5,6,2,0,15,0.421,0.902,0.999,1,1,188
"5535",6,5,0,3,0,16,0.823,0.978,0.989,0.998,1,188
"5536",2,6,4,3,0,15,0.398,0.919,0.991,1,1,188
"5537",3,4,5,3,0,15,0.569,0.902,0.998,1,1,188
"5538",4,2,6,3,0,15,0.664,0.866,0.995,1,1,188
"5539",3,5,3,4,0,15,0.548,0.928,0.989,1,1,188
"5540",4,3,4,4,0,15,0.682,0.915,0.987,1,1,188
"5541",5,1,5,4,0,15,0.746,0.863,0.993,0.999,0.999,188
"5542",3,6,1,5,0,15,0.541,0.953,0.989,1,1,188
"5543",4,4,2,5,0,15,0.708,0.948,0.989,1,1,188
"5544",5,2,3,5,0,15,0.739,0.888,0.974,1,1,188
"5545",6,0,4,5,0,15,0.815,0.862,0.985,1,1,188
"5546",0,5,6,5,0,14,0,0.816,0.992,1,1,188
"5547",4,5,0,6,0,15,0.679,0.95,0.962,1,1,188
"5548",5,3,1,6,0,15,0.75,0.926,0.974,1,1,188
"5549",6,1,2,6,0,15,0.818,0.897,0.964,1,1,188
"5550",0,6,4,6,0,14,0,0.859,0.986,0.999,0.999,188
"5551",1,4,5,6,0,14,0.254,0.815,0.982,1,1,188
"5552",2,2,6,6,0,14,0.405,0.697,0.981,1,1,188
"5553",5,6,2,0,1,16,0.782,0.99,0.998,0.998,1,188
"5554",6,4,3,0,1,16,0.818,0.973,0.995,0.998,1,188
"5555",6,5,1,1,1,16,0.823,0.981,0.992,0.997,0.998,188
"5556",2,6,5,1,1,15,0.422,0.945,0.999,1,1,188
"5557",3,4,6,1,1,15,0.557,0.909,0.998,0.999,1,188
"5558",3,5,4,2,1,15,0.571,0.932,0.995,1,1,188
"5559",4,3,5,2,1,15,0.647,0.899,0.995,1,1,188
"5560",5,1,6,2,1,15,0.746,0.849,0.996,1,1,188
"5561",3,6,2,3,1,15,0.558,0.958,0.992,0.999,1,188
"5562",4,4,3,3,1,15,0.642,0.927,0.987,1,1,188
"5563",5,2,4,3,1,15,0.741,0.9,0.986,0.997,1,188
"5564",6,0,5,3,1,15,0.819,0.869,0.992,1,1,188
"5565",4,5,1,4,1,15,0.65,0.957,0.984,0.999,1,188
"5566",5,3,2,4,1,15,0.739,0.952,0.988,1,1,188
"5567",6,1,3,4,1,15,0.818,0.908,0.982,1,1,188
"5568",0,6,5,4,1,14,0,0.857,0.989,1,1,188
"5569",1,4,6,4,1,14,0.245,0.806,0.987,1,1,188
"5570",5,4,0,5,1,15,0.763,0.962,0.977,1,1,188
